"","Order","ID","FID_1","FirstID","SecondID","ThirdID","FourthID","FifthID","SixithID","SeventhID","CU_n","East","North","Unit","Site","Subsite","Area_m2","Area_ha","Time","PreXM_taq","NewPoly","Pct_XM_Ceramics","CerAbund","Wrong.a","Notes.a","Func1","Func1_d","Func2","Func2_d","Arch1","Arch1_d","Arch2","Arch2_d","H2020_1","H2020_2","H2020_3","H2020_Wkshp","Ang_Func","Ang_Func_d","Ang_Pop_calc","Ang_Area_m2","Ang_HH1","Ang_perHHArea","Ang_Incl","AnnieNew","Small","SmallGroup","Flag_AptCompClass","ReclassAng","ReclassAng_notes","ReclassH2020","ReclassH2020_notes","ClassBy","XM_c","XM_f","XM_d","XM_group_c","XM_group_f","XM_group_d","XM_macro_c","XM_macro_f","XM_macro_d","XM_DwellingUnits","XM_Pop","Unoccu","Flag","Flag_notes","Flag_code","AnnieRev","AnnieRev_Notes","Ring","StatusDiff","Workshop","Include","DELETE","DELETE_notes","OffMap","NoColUnit","Notes","XM_PersonsPerDwellingUnit"
"3461",3436,1478,1478,3248,NA,NA,NA,NA,NA,NA,1,516604.662,2176682.299,"N2E2","77","NONE",1336.019,0.1336019,"",0,0,0.021276596,1,"","",3,"residence of uncertain status",28,"plaza",4,"apartment compound",12,"plaza","Architecture","House","Uncertain Status Residential","",3,"residence of uncertain status",34.56984274,1515,5,NA,1,0,0,"",0,0,"",NA,"","H2020",3,"UncertStat","residence of uncertain status",3,"UncertStat","Uncertain Status Residence",1,"DStr","Domestic Structure",4.11970089423373,30.4857866173296,NA,0,"","",NA,"",3,0,0,1,0,NA,0,0,"",7.4
"3462",3437,1479,1479,3237,NA,NA,NA,NA,NA,NA,1,516657.1205,2176839.561,"N2E2","65","NONE",481.552,0.0481552,"",0,0,0.063829787,3,"","",3,"residence of uncertain status",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",2,"room group","Architecture","House","Uncertain Status Residential","",3,"residence of uncertain status",12.45883441,546,2,NA,1,0,0,"",0,0,"",NA,"","H2020",3,"UncertStat","residence of uncertain status",3,"UncertStat","Uncertain Status Residence",1,"DStr","Domestic Structure",1.48489670058588,10.9882355843355,NA,0,"","",NA,"",2,0,0,1,0,NA,0,0,"",7.4
"3463",3438,1480,1480,3256,NA,NA,NA,NA,NA,NA,1,516709.594,2176547.235,"N2E2","83","NONE",1530.64,0.153064,"",0,0,0.022988506,5,"","",3,"residence of uncertain status",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Uncertain Status Residential","",3,"residence of uncertain status",39.61270429,1736,5,NA,1,0,0,"",0,0,"",NA,"","H2020",3,"UncertStat","residence of uncertain status",3,"UncertStat","Uncertain Status Residence",1,"DStr","Domestic Structure",4.71982732038236,34.9267221708295,NA,0,"","",NA,"",3,0,0,1,0,NA,0,0,"",7.4
"3464",3439,1481,1481,3249,NA,NA,NA,NA,NA,NA,1,516619.7588,2176586.086,"N2E2","78","NONE",3256.858,0.3256858,"",0,0,0,5,"","",3,"residence of uncertain status",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Uncertain Status Residential","",3,"residence of uncertain status",84.26827012,3693,11,NA,1,0,0,"",0,0,"",NA,"","H2020",3,"UncertStat","residence of uncertain status",3,"UncertStat","Uncertain Status Residence",1,"DStr","Domestic Structure",10.0427320382362,74.3162170829479,NA,0,"","",NA,"",3,0,0,1,0,NA,0,0,"",7.4
"3465",3440,1482,1482,3246,NA,NA,NA,NA,NA,NA,1,516587.814,2176615.805,"N2E2","75","NONE",557.872,0.0557872,"",0,0,0,1,"","",3,"residence of uncertain status",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",4,"apartment compound","Architecture","House","Uncertain Status Residential","",3,"residence of uncertain status",14.4440333,633,2,NA,1,0,0,"",0,0,"",NA,"","H2020",3,"UncertStat","residence of uncertain status",3,"UncertStat","Uncertain Status Residence",1,"DStr","Domestic Structure",1.72023435090965,12.7297341967314,NA,0,"","",NA,"",3,0,0,1,0,NA,0,0,"",7.4
"3466",3441,1483,1483,3244,NA,NA,NA,NA,NA,NA,1,516530.6535,2176581.172,"N2E2","73","NONE",553.923,0.0553923,"",0,0,0,3,"","",3,"residence of uncertain status",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",-1,"primary interpretation is the best assessment of a very ambiguous situation","Architecture","House","Uncertain Status Residential","",3,"residence of uncertain status",14.32994141,628,2,NA,1,0,0,"",0,0,"",NA,"","H2020",3,"UncertStat","residence of uncertain status",3,"UncertStat","Uncertain Status Residence",1,"DStr","Domestic Structure",1.70805735430157,12.6396244218316,NA,0,"","",NA,"",3,0,0,1,0,NA,0,0,"",7.4
"3467",3442,1484,1484,3190,NA,NA,NA,NA,NA,NA,1,516510.1267,2176590.988,"N2E2","17","NONE",575.408,0.0575408,"",0,0,0,5,"","",3,"residence of uncertain status",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Uncertain Status Residential","",3,"residence of uncertain status",14.80912735,649,2,NA,1,0,0,"",0,0,"",NA,"","H2020",3,"UncertStat","residence of uncertain status",3,"UncertStat","Uncertain Status Residence",1,"DStr","Domestic Structure",1.77430773974715,13.1298772741289,NA,0,"","",NA,"",3,0,0,1,0,NA,0,0,"",7.4
"3468",3443,1485,1485,3188,NA,NA,NA,NA,NA,NA,1,516497.4163,2176640.628,"N2E2","15","NONE",998.686,0.0998686,"",0,0,0.022222222,5,"","",3,"residence of uncertain status",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Uncertain Status Residential","",3,"residence of uncertain status",25.83040395,1132,3,NA,1,0,0,"",0,0,"",NA,"","H2020",3,"UncertStat","residence of uncertain status",3,"UncertStat","Uncertain Status Residence",1,"DStr","Domestic Structure",3.07951279679309,22.7883946962689,NA,0,"","",NA,"",2,0,0,1,0,NA,0,0,"",7.4
"3469",3444,1486,1486,3172,NA,NA,NA,NA,NA,NA,1,516414.0461,2176600.102,"N2E2","1","NONE",386.486,0.0386486,"",0,0,0,6,"","",3,"residence of uncertain status",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",-1,"primary interpretation is the best assessment of a very ambiguous situation","Architecture","House","Uncertain Status Residential","",3,"residence of uncertain status",9.994449584,438,1,NA,1,0,0,"",0,0,"",NA,"","H2020",3,"UncertStat","residence of uncertain status",3,"UncertStat","Uncertain Status Residence",1,"DStr","Domestic Structure",1.19175454825779,8.81898365710762,NA,0,"","",NA,"",3,0,0,1,0,NA,0,0,"",7.4
"3470",3445,1487,1487,3177,NA,NA,NA,NA,NA,NA,1,516453.2662,2176719.445,"N2E2","6","NONE",1167.59,0.116759,"",0,0,0.030864198,5,"","",3,"residence of uncertain status",7,"temple platform",4,"apartment compound",5,"temple base (incl. platforms & multi-tiered platforms)","Architecture","House","Uncertain Status Residential","",3,"residence of uncertain status",30.21153253,1324,4,NA,1,0,0,"",0,0,"",NA,"","H2020",3,"UncertStat","residence of uncertain status",3,"UncertStat","Uncertain Status Residence",1,"DStr","Domestic Structure",3.60033919210607,26.642510021585,NA,0,"","",NA,"",2,0,0,1,0,NA,0,0,"",7.4
"3471",3448,1490,1490,329,NA,NA,NA,NA,NA,NA,1,513614.488,2177107.847,"N1W6","22","NONE",3389.272,0.3389272,"",0,0,0.136546185,5,"","",3,"residence of uncertain status",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",-1,"primary interpretation is the best assessment of a very ambiguous situation","Architecture","House","Uncertain Status Residential","",3,"residence of uncertain status",87.69102683,3843,12,NA,1,0,0,"",0,0,"",NA,"","H2020",3,"UncertStat","residence of uncertain status",3,"UncertStat","Uncertain Status Residence",1,"DStr","Domestic Structure",10.4510391612704,77.3376897934012,NA,0,"","",NA,"",6,0,0,1,0,NA,0,0,"",7.4
"3472",3449,1491,1491,332,NA,NA,NA,NA,NA,NA,1,513462.4032,2176921.42,"N1W6","25","NONE",2344.757,0.2344757,"",0,0,0.091623037,7,"","",3,"residence of uncertain status",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",-1,"primary interpretation is the best assessment of a very ambiguous situation","Architecture","House","Uncertain Status Residential","",3,"residence of uncertain status",60.67406722,2659,8,NA,1,0,0,"",0,0,"",NA,"","H2020",3,"UncertStat","residence of uncertain status",3,"UncertStat","Uncertain Status Residence",1,"DStr","Domestic Structure",7.23020968239285,53.5035516497071,NA,0,"","",NA,"",6,0,0,1,0,NA,0,0,"",7.4
"3473",3450,1492,1492,310,NA,NA,NA,NA,NA,NA,1,513428.3157,2177167.346,"N1W6","6","NONE",927.321,0.0927321,"",0,0,0.048387097,6,"","",3,"residence of uncertain status",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",-1,"primary interpretation is the best assessment of a very ambiguous situation","Architecture","House","Uncertain Status Residential","",3,"residence of uncertain status",24.0049337,1052,3,NA,1,0,0,"",0,0,"",NA,"","H2020",3,"UncertStat","residence of uncertain status",3,"UncertStat","Uncertain Status Residence",1,"DStr","Domestic Structure",2.85945420906568,21.159961147086,NA,0,"","",NA,"",6,0,0,1,0,NA,0,0,"",7.4
"3474",3451,1493,1493,311,NA,NA,NA,NA,NA,NA,1,513389.1613,2177174.317,"N1W6","7","NONE",2614.72,0.261472,"",0,0,0.031914894,4,"","",3,"residence of uncertain status",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",-1,"primary interpretation is the best assessment of a very ambiguous situation","Architecture","House","Uncertain Status Residential","",3,"residence of uncertain status",67.6564909,2965,9,NA,1,0,0,"",0,0,"",NA,"","H2020",3,"UncertStat","residence of uncertain status",3,"UncertStat","Uncertain Status Residence",1,"DStr","Domestic Structure",8.06265803268578,59.6636694418748,NA,0,"","",NA,"",6,0,0,1,0,NA,0,0,"",7.4
"3475",3452,1494,1494,313,NA,NA,NA,NA,NA,NA,1,513408.2718,2177233.812,"N1W6","9","NONE",1213.454,0.1213454,"",0,0,0.058823529,7,"","",3,"residence of uncertain status",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",-1,"primary interpretation is the best assessment of a very ambiguous situation","Architecture","House","Uncertain Status Residential","",3,"residence of uncertain status",31.39808819,1376,4,NA,1,0,0,"",0,0,"",NA,"","H2020",3,"UncertStat","residence of uncertain status",3,"UncertStat","Uncertain Status Residence",1,"DStr","Domestic Structure",3.74176379895159,27.6890521122418,NA,0,"","",NA,"",6,0,0,1,0,NA,0,0,"",7.4
"3476",3453,1495,1495,306,NA,NA,NA,NA,NA,NA,1,513465.9802,2177272.167,"N1W6","2","NONE",1389.577,0.1389577,"",0,0,0.016042781,6,"","",3,"residence of uncertain status",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Uncertain Status Residential","",3,"residence of uncertain status",35.9617638,1576,5,NA,1,0,0,"",0,0,"",NA,"","H2020",3,"UncertStat","residence of uncertain status",3,"UncertStat","Uncertain Status Residence",1,"DStr","Domestic Structure",4.28485044711687,31.7078933086648,NA,0,"","",NA,"",6,0,0,1,0,NA,0,0,"",7.4
"3477",3454,1496,1496,323,NA,NA,NA,NA,NA,NA,1,513273.6603,2177257.603,"N1W6","12","NONE",1873.512,0.1873512,"",0,0,0.046511628,6,"","",3,"residence of uncertain status",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",-1,"primary interpretation is the best assessment of a very ambiguous situation","Architecture","House","Uncertain Status Residential","",3,"residence of uncertain status",48.48905335,2125,7,NA,1,0,0,"",0,0,"",NA,"","H2020",3,"UncertStat","residence of uncertain status",3,"UncertStat","Uncertain Status Residence",1,"DStr","Domestic Structure",5.77709528214616,42.7505050878816,NA,0,"","",NA,"",7,0,0,1,0,NA,0,0,"",7.4
"3478",3455,1497,1497,326,NA,NA,NA,NA,NA,NA,1,513249.9271,2177188.454,"N1W6","15","NONE",1044.552,0.1044552,"",0,0,0,3,"","",3,"residence of uncertain status",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",-1,"primary interpretation is the best assessment of a very ambiguous situation","Architecture","House","Uncertain Status Residential","",3,"residence of uncertain status",27.01695961,1184,4,NA,1,0,0,"",0,0,"",NA,"","H2020",3,"UncertStat","residence of uncertain status",3,"UncertStat","Uncertain Status Residence",1,"DStr","Domestic Structure",3.22094357076781,23.8349824236818,NA,0,"","",NA,"",7,0,0,1,0,NA,0,0,"",7.4
"3479",3456,1498,1498,315,NA,NA,NA,NA,NA,NA,1,513347.2743,2177196.32,"N1W6","11","NONE",1311.245,0.1311245,"",0,0,0.049252419,6,"","",3,"residence of uncertain status",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",-1,"primary interpretation is the best assessment of a very ambiguous situation","Architecture","House","Uncertain Status Residential","",3,"residence of uncertain status",33.93092815,1487,5,NA,1,0,0,"",0,0,"",NA,"","H2020",3,"UncertStat","residence of uncertain status",3,"UncertStat","Uncertain Status Residence",1,"DStr","Domestic Structure",4.04330866481653,29.9204841196423,NA,0,"","",NA,"",7,0,0,1,0,NA,0,0,"",7.4
"3480",3457,1499,1499,325,NA,NA,NA,NA,NA,NA,1,513214.6123,2177193.541,"N1W6","14","NONE",1009.363,0.1009363,"",0,0,0.028901734,3,"","",3,"residence of uncertain status",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",-1,"primary interpretation is the best assessment of a very ambiguous situation","Architecture","House","Uncertain Status Residential","",3,"residence of uncertain status",26.12704286,1145,4,NA,1,0,0,"",0,0,"",NA,"","H2020",3,"UncertStat","residence of uncertain status",3,"UncertStat","Uncertain Status Residence",1,"DStr","Domestic Structure",3.11243601603454,23.0320265186556,NA,0,"","",NA,"",7,0,0,1,0,NA,0,0,"",7.4
"3481",3458,1500,1500,327,NA,NA,NA,NA,NA,NA,1,513196.4761,2177218.237,"N1W6","16","NONE",1333.468,0.1333468,"",0,0,0.036734694,6,"","",3,"residence of uncertain status",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",-1,"primary interpretation is the best assessment of a very ambiguous situation","Architecture","House","Uncertain Status Residential","",3,"residence of uncertain status",34.5013876,1512,5,NA,1,0,0,"",0,0,"",NA,"","H2020",3,"UncertStat","residence of uncertain status",3,"UncertStat","Uncertain Status Residence",1,"DStr","Domestic Structure",4.1118347209374,30.4275769349368,NA,0,"","",NA,"",7,0,0,1,0,NA,0,0,"",7.4
"3482",3459,1501,1501,314,NA,NA,NA,NA,NA,NA,1,513338.2759,2177164.372,"N1W6","10","NONE",804.098,0.0804098,"",0,0,0,3,"","",3,"residence of uncertain status",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",-1,"primary interpretation is the best assessment of a very ambiguous situation","Architecture","House","Uncertain Status Residential","",3,"residence of uncertain status",20.81036078,912,3,NA,1,0,0,"",0,0,"",NA,"","H2020",3,"UncertStat","residence of uncertain status",3,"UncertStat","Uncertain Status Residence",1,"DStr","Domestic Structure",2.47948812827629,18.3482121492445,NA,0,"","",NA,"",7,0,0,1,0,NA,0,0,"",7.4
"3483",3460,1502,1502,324,NA,NA,NA,NA,NA,NA,1,513298.0922,2177175.855,"N1W6","13","NONE",1339.648,0.1339648,"",0,0,0.056451613,5,"","",3,"residence of uncertain status",28,"plaza",4,"apartment compound",12,"plaza","Architecture","House","Uncertain Status Residential","",3,"residence of uncertain status",34.66111625,1519,5,NA,1,0,0,"",0,0,"",NA,"","H2020",3,"UncertStat","residence of uncertain status",3,"UncertStat","Uncertain Status Residence",1,"DStr","Domestic Structure",4.1308911501696,30.568594511255,NA,0,"","",NA,"",7,0,0,1,0,NA,0,0,"",7.4
"3484",3461,1503,1503,317,NA,NA,NA,NA,NA,NA,1,513343.7407,2177117.829,"N1W6","20","NONE",2791.144,0.2791144,"",0,0,0.060150376,5,"","",3,"residence of uncertain status",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",-1,"primary interpretation is the best assessment of a very ambiguous situation","Architecture","House","Uncertain Status Residential","",3,"residence of uncertain status",72.22016651,3165,10,NA,1,0,0,"",0,0,"",NA,"","H2020",3,"UncertStat","residence of uncertain status",3,"UncertStat","Uncertain Status Residence",1,"DStr","Domestic Structure",8.60667283379587,63.6893789700894,NA,0,"","",NA,"",7,0,0,1,0,NA,0,0,"",7.4
"3485",3462,1504,1504,309,NA,NA,NA,NA,NA,NA,1,513458.3705,2177158.731,"N1W6","5","NONE",1477.38,0.147738,"",0,0,0.090909091,6,"","",3,"residence of uncertain status",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",-1,"primary interpretation is the best assessment of a very ambiguous situation","Architecture","House","Uncertain Status Residential","",3,"residence of uncertain status",38.22078323,1675,5,NA,1,0,0,"",0,0,"",NA,"","H2020",3,"UncertStat","residence of uncertain status",3,"UncertStat","Uncertain Status Residence",1,"DStr","Domestic Structure",4.55559666975023,33.7114153561517,NA,0,"","",NA,"",6,0,0,1,0,NA,0,0,"",7.4
"3486",3463,1505,1505,305,NA,NA,NA,NA,NA,NA,1,513407.5636,2177300.308,"N1W6","1","NONE",2182.976,0.2182976,"",0,0,0,5,"","",3,"residence of uncertain status",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Uncertain Status Residential","",3,"residence of uncertain status",56.47548566,2475,8,NA,1,0,0,"",0,0,"",NA,"","H2020",3,"UncertStat","residence of uncertain status",3,"UncertStat","Uncertain Status Residence",1,"DStr","Domestic Structure",6.7313475177305,49.8119716312057,NA,0,"","",NA,"",6,0,0,1,0,NA,0,0,"",7.4
"3487",3465,1507,1507,1172,NA,NA,NA,NA,NA,NA,1,514782.4839,2176798.486,"N1W3","6","NW",2845.418,0.2845418,"",0,0,0.080808081,7,"","",42,"residential workshop",24,"obsidian workshop",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Uncertain Status Residential","Residential Workshop",3,"residence of uncertain status",73.61208757,3226,10,NA,1,0,0,"",1,0,"",NA,"","H2020",3,"UncertStat","residence of uncertain status",3,"UncertStat","Uncertain Status Residence",1,"DStr","Domestic Structure",8.77403021893309,64.9278236201048,NA,1,"","AptCompClass; Reclass",NA,"",4,0,1,1,0,NA,0,0,"",7.4
"3488",3468,1510,1510,1180,NA,NA,NA,NA,NA,NA,1,514726.8952,2176580.594,"N1W3","9","NW",2347.071,0.2347071,"",0,0,0.203007519,4,"","",42,"residential workshop",24,"obsidian workshop",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Uncertain Status Residential","Residential Workshop",3,"residence of uncertain status",60.71970398,2661,8,NA,1,0,0,"",1,0,"",NA,"","H2020",3,"UncertStat","residence of uncertain status",3,"UncertStat","Uncertain Status Residence",1,"DStr","Domestic Structure",7.23734505087882,53.5563533765032,NA,1,"","AptCompClass; Reclass",NA,"",4,0,1,1,0,NA,0,0,"",7.4
"3489",3473,1515,1515,3655,NA,NA,NA,NA,NA,NA,1,517641.1233,2176087.968,"N1E4","17","NONE",1540.353,0.1540353,"",0,0,0.055555556,3,"","",3,"residence of uncertain status",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",-1,"primary interpretation is the best assessment of a very ambiguous situation","Architecture","House","Uncertain Status Residential","",3,"residence of uncertain status",39.84088807,1746,5,NA,1,0,0,"",0,0,"",NA,"","H2020",3,"UncertStat","residence of uncertain status",3,"UncertStat","Uncertain Status Residence",1,"DStr","Domestic Structure",4.74977798334875,35.1483570767808,NA,0,"","",NA,"",5,0,0,1,0,NA,0,0,"",7.4
"3490",3474,2086,2086,1007,NA,NA,NA,NA,NA,NA,1,515346.8755,2178194.078,"N4W3","18","NONE",807.649,0.0807649,"",0,0,0.064367816,7,"","",24,"obsidian workshop",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Uncertain Status Residential","Obsidian Workshop",2,"intermediate status residence",20.90163429,916,3,305,1,0,0,"",1,1,"No indication of IM or Uncert; only states AptCompound; thus reclassified as UncertStat",NA,"","H2020",3,"UncertStat","residence of uncertain status",3,"UncertStat","Uncertain Status Residence",1,"DStr","Domestic Structure",2.4904378661733,18.4292402096824,NA,1,"","AptCompClass; Reclass",NA,"",3,0,1,1,0,NA,0,0,"",7.4
"3491",3478,2091,2091,1029,NA,NA,NA,NA,NA,NA,1,515346.8602,2178262.57,"N4W3","40","NONE",4736.713,0.4736713,"",0,0,0.107142857,6,"","",42,"residential workshop",24,"obsidian workshop",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Uncertain Status Residential","Residential Workshop",2,"intermediate status residence",122.5803269,5372,17,316,1,0,0,"",1,1,"No indication of IM or Uncert; only states AptCompound; thus reclassified as UncertStat",NA,"","H2020",3,"UncertStat","residence of uncertain status",3,"UncertStat","Uncertain Status Residence",1,"DStr","Domestic Structure",14.6059605303731,108.084107924761,NA,1,"","AptCompClass; Reclass",NA,"",3,0,1,1,0,NA,0,0,"",7.4
"3492",3492,2894,2894,3649,NA,NA,NA,NA,NA,NA,1,517419.7455,2175819.487,"N1E4","12","E",4892.93,0.489293,"",0,0,0.022321429,7,"","",26,"other type of workshop or craft production area",3,"residence of uncertain status",4,"apartment compound",-1,"primary interpretation is the best assessment of a very ambiguous situation","Architecture","House","Uncertain Status Residential","Other Type of Workshop or Craft Production Area",3,"residence of uncertain status",126.5963614,5548,17,NA,1,0,0,"",0,0,"",NA,"","H2020",3,"UncertStat","residence of uncertain status",3,"UncertStat","Uncertain Status Residence",1,"DStr","Domestic Structure",15.0876657415973,111.64872648782,NA,0,"","",NA,"",5,0,1,1,0,NA,0,0,"",7.4
"3493",3493,2895,2895,3635,NA,NA,NA,NA,NA,NA,1,517662.2539,2176142.492,"N1E4","1","E",5138.913,0.5138913,"",0,0,0.030769231,5,"","",3,"residence of uncertain status",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",-1,"primary interpretation is the best assessment of a very ambiguous situation","Architecture","House","Uncertain Status Residential","",3,"residence of uncertain status",132.9626889,5827,18,NA,1,0,0,"",0,0,"",NA,"","H2020",3,"UncertStat","residence of uncertain status",3,"UncertStat","Uncertain Status Residence",1,"DStr","Domestic Structure",15.846170212766,117.261659574468,NA,0,"","",NA,"",5,0,0,1,0,NA,0,0,"",7.4
"3494",3494,2896,2896,3653,NA,NA,NA,NA,NA,NA,1,517590.9296,2176039.315,"N1E4","15","NONE",3653.077,0.3653077,"",0,0,0.019736842,5,"","",3,"residence of uncertain status",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",-1,"primary interpretation is the best assessment of a very ambiguous situation","Architecture","House","Uncertain Status Residential","",3,"residence of uncertain status",94.51372186,4142,13,NA,1,0,0,"",0,0,"",NA,"","H2020",3,"UncertStat","residence of uncertain status",3,"UncertStat","Uncertain Status Residence",1,"DStr","Domestic Structure",11.2644989207524,83.3572920135677,NA,0,"","",NA,"",5,0,0,1,0,NA,0,0,"",7.4
"3495",3495,2897,2897,3652,NA,NA,NA,NA,NA,NA,1,517607.9823,2175961.294,"N1E4","14","NONE",2232.761,0.2232761,"",0,0,0.008064516,6,"","",3,"residence of uncertain status",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",-1,"primary interpretation is the best assessment of a very ambiguous situation","Architecture","House","Uncertain Status Residential","",3,"residence of uncertain status",57.77613321,2532,8,NA,1,0,0,"",0,0,"",NA,"","H2020",3,"UncertStat","residence of uncertain status",3,"UncertStat","Uncertain Status Residence",1,"DStr","Domestic Structure",6.88486278137527,50.947984582177,NA,0,"","",NA,"",5,0,0,1,0,NA,0,0,"",7.4
"3496",3496,2898,2898,3636,NA,NA,NA,NA,NA,NA,1,517587.8361,2176181.346,"N1E4","1","N",2501.102,0.2501102,"",0,0,0.069364162,5,"","",3,"residence of uncertain status",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",-1,"primary interpretation is the best assessment of a very ambiguous situation","Architecture","House","Uncertain Status Residential","",3,"residence of uncertain status",64.71292014,2836,9,NA,1,0,0,"",0,0,"",NA,"","H2020",3,"UncertStat","residence of uncertain status",3,"UncertStat","Uncertain Status Residence",1,"DStr","Domestic Structure",7.71230958988591,57.0710909651557,NA,0,"","",NA,"",5,0,0,1,0,NA,0,0,"",7.4
"3497",3497,2899,2899,3637,NA,NA,NA,NA,NA,NA,1,517442.8272,2175997.666,"N1E4","2","E",2454.669,0.2454669,"",0,0,0,5,"","",3,"residence of uncertain status",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",-1,"primary interpretation is the best assessment of a very ambiguous situation","Architecture","House","Uncertain Status Residential","",3,"residence of uncertain status",63.5035461,2783,9,NA,1,0,0,"",0,0,"",NA,"","H2020",3,"UncertStat","residence of uncertain status",3,"UncertStat","Uncertain Status Residence",1,"DStr","Domestic Structure",7.56913043478261,56.0115652173913,NA,0,"","",NA,"",5,0,0,1,0,NA,0,0,"",7.4
"3498",3498,2900,2900,3637,NA,NA,NA,NA,NA,NA,1,517482.5447,2175987.439,"N1E4","2","E",2624.512,0.2624512,"",0,0,0,5,"","",3,"residence of uncertain status",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",-1,"primary interpretation is the best assessment of a very ambiguous situation","Architecture","House","Uncertain Status Residential","",3,"residence of uncertain status",67.90749306,2976,9,NA,1,0,0,"",0,0,"",NA,"","H2020",3,"UncertStat","residence of uncertain status",3,"UncertStat","Uncertain Status Residence",1,"DStr","Domestic Structure",8.09285229725563,59.8871069996916,NA,0,"","",NA,"",5,0,0,1,0,NA,0,0,"",7.4
"3499",3499,2901,2901,3645,NA,NA,NA,NA,NA,NA,1,517356.8585,2176235.77,"N1E4","8","NONE",3794.13,0.379413,"",0,0,0.008733624,5,"","",3,"residence of uncertain status",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",-1,"primary interpretation is the best assessment of a very ambiguous situation","Architecture","House","Uncertain Status Residential","",3,"residence of uncertain status",98.16466235,4302,13,NA,1,0,0,"",0,0,"",NA,"","H2020",3,"UncertStat","residence of uncertain status",3,"UncertStat","Uncertain Status Residence",1,"DStr","Domestic Structure",11.6994449583719,86.5758926919519,NA,0,"","",NA,"",4,0,0,1,0,NA,0,0,"",7.4
"3500",3500,2902,2902,3642,NA,NA,NA,NA,NA,NA,1,517245.0665,2176171.61,"N1E4","5","NONE",1706.482,0.1706482,"",0,0,0.043918919,5,"","",3,"residence of uncertain status",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",-1,"primary interpretation is the best assessment of a very ambiguous situation","Architecture","House","Uncertain Status Residential","",3,"residence of uncertain status",44.15356152,1935,6,NA,1,0,0,"",0,0,"",NA,"","H2020",3,"UncertStat","residence of uncertain status",3,"UncertStat","Uncertain Status Residence",1,"DStr","Domestic Structure",5.26204748689485,38.9391514030219,NA,0,"","",NA,"",4,0,0,1,0,NA,0,0,"",7.4
